Month,DayOfWeek,IsWeekend,PaymentMethod,PurchaseAmount,Item,Rating
5,5,1,Credit Card,332.4260032256075,Dress,6
1,0,0,Credit Card,192.78795186099262,Jeans,2
1,1,0,Cash,788.410580098897,Skirt,5
10,6,1,Cash,722.4026979087961,Belt,4
11,5,1,Credit Card,503.17902104969585,Dress,3
11,5,1,Credit Card,886.9826920600985,Sweater,3
7,2,0,Cash,188.87388125769317,Scarf,2
12,5,1,Cash,457.44592957915955,Scarf,4
6,5,1,Credit Card,713.5141009244793,Skirt,6
2,2,0,Credit Card,77.12432622149237,Belt,3
11,4,0,Cash,378.95058728576385,Belt,5
12,4,0,Credit Card,575.9481541603584,Handbag,5
2,3,0,Credit Card,373.1355033496534,Belt,5
11,5,1,Cash,485.3969993800233,Sweater,4
7,0,0,Credit Card,612.037165873401,Sweater,6
1,4,0,Cash,374.7067080377891,T-shirt,1
2,1,0,Credit Card,114.95421236324354,Skirt,2
12,6,1,Cash,148.05005236871105,Sweater,3
8,0,0,Credit Card,531.7339298586551,T-shirt,1
6,3,0,Credit Card,182.9926253755783,Skirt,6
2,5,1,Cash,890.9353354224578,Jeans,5
7,2,0,Cash,835.8438282725878,Handbag,3
4,3,0,Credit Card,355.5417483159552,Jeans,1
2,0,0,Cash,832.6773002749806,Jacket,5
12,2,0,Cash,537.855952037684,Sneakers,5
6,1,0,Credit Card,167.4604193169117,Skirt,5
11,2,0,Credit Card,618.0697359959104,Scarf,3
9,2,0,Credit Card,682.6566060442424,Jeans,3
11,1,0,Cash,93.05266268545701,Handbag,2
9,4,0,Credit Card,321.3085595178178,Belt,4
8,4,0,Credit Card,15.33014773579975,Handbag,5
3,2,0,Cash,323.26451532256505,T-shirt,1
3,6,1,Cash,342.0908795900562,Handbag,1
2,2,0,Cash,633.906540511294,T-shirt,6
5,3,0,Credit Card,207.05284685267335,Jacket,6
12,6,1,Cash,39.790076860514716,Jeans,2
4,4,0,Credit Card,322.4781881583486,Belt,2
7,1,0,Credit Card,827.3633507963347,Belt,1
4,5,1,Credit Card,405.1537535022478,Jeans,5
9,5,1,Credit Card,420.9428321356796,Sweater,2
12,2,0,Cash,474.3372872181363,Sneakers,5
12,2,0,Cash,754.2709425018866,Sneakers,5
2,5,1,Cash,485.2246434547861,T-shirt,5
11,3,0,Cash,100.3699250114146,Sneakers,3
6,3,0,Credit Card,214.3358016036531,Handbag,6
7,3,0,Cash,196.01839332264933,T-shirt,2
4,0,0,Credit Card,512.7846852202924,Sneakers,5
6,1,0,Cash,39.63017041457295,T-shirt,4
7,0,0,Cash,290.780442427636,Belt,6
4,2,0,Credit Card,611.1229916327369,Dress,6
8,3,0,Credit Card,361.10416877628563,T-shirt,3
9,3,0,Credit Card,710.6350368346334,Skirt,3
1,5,1,Cash,397.3091234882225,T-shirt,5
7,5,1,Credit Card,979.4649530940006,Sneakers,1
9,6,1,Cash,965.7027241877312,Sneakers,4
12,3,0,Credit Card,801.8423073199453,Sweater,4
10,4,0,Cash,954.8466227709961,Sweater,5
5,5,1,Credit Card,212.73045920148638,Skirt,4
12,1,0,Credit Card,753.4139341383768,Dress,3
2,0,0,Credit Card,328.4420469862624,Sweater,4
10,1,0,Credit Card,728.0413757534945,Sweater,2
6,5,1,Cash,380.15452701686723,Dress,2
12,3,0,Cash,296.5264531467437,Belt,4
12,2,0,Cash,959.2071442694433,Belt,5
7,4,0,Cash,217.78658733827973,Sweater,3
2,5,1,Credit Card,760.9829086604971,T-shirt,4
2,1,0,Credit Card,677.9254415725097,Sneakers,4
10,2,0,Cash,310.4428653899836,Dress,4
12,5,1,Cash,463.75958731735676,Belt,4
10,3,0,Cash,151.5136649650859,Belt,4
1,6,1,Cash,921.9965183270153,Jeans,5
4,3,0,Cash,968.4386035121563,Dress,2
7,3,0,Credit Card,735.1384014338461,Jacket,2
9,3,0,Credit Card,850.9261403943035,Handbag,3
3,5,1,Cash,91.79125649330548,Skirt,4
12,6,1,Cash,390.1289317768276,Jeans,5
11,4,0,Credit Card,337.5030037333927,Sneakers,4
7,4,0,Cash,569.3020499628783,Jacket,4
7,1,0,Cash,191.5217417274427,Handbag,1
7,5,1,Credit Card,567.7475074207276,Jeans,1
2,6,1,Credit Card,657.8217119208224,Jacket,5
6,6,1,Credit Card,141.0295609386901,Jacket,4
2,3,0,Cash,140.4035017767895,Jeans,4
6,4,0,Cash,45.06915594471957,Skirt,5
10,5,1,Credit Card,763.2835251279029,T-shirt,2
3,2,0,Cash,337.69845147041667,Sneakers,1
2,4,0,Cash,233.16625118735416,Belt,6
12,4,0,Cash,780.3134510947766,Sneakers,6
6,6,1,Cash,151.82313318864414,Jeans,1
2,1,0,Cash,432.9115928263319,Sneakers,5
5,4,0,Credit Card,747.3388087633421,Belt,2
2,2,0,Cash,578.0939944113048,Scarf,6
3,3,0,Credit Card,558.4601420574988,Handbag,6
3,0,0,Credit Card,165.88877660886484,Scarf,3
6,1,0,Cash,189.1234005563936,Sweater,6
6,2,0,Credit Card,586.7332059706437,Sneakers,1
10,1,0,Credit Card,33.331192469853484,T-shirt,4
3,5,1,Cash,870.4268090737763,Sweater,6
3,3,0,Credit Card,356.96609263456503,Dress,6
12,4,0,Cash,422.4500548471538,Dress,6
1,5,1,Cash,265.84801138527405,Scarf,4
7,4,0,Credit Card,877.9043882704723,Scarf,3
8,6,1,Cash,646.079032077846,T-shirt,3
2,2,0,Credit Card,455.4093843447161,Belt,5
4,3,0,Credit Card,589.4557077031437,Jeans,1
10,0,0,Cash,386.565900015637,Jeans,3
7,0,0,Cash,470.926653501568,T-shirt,2
8,4,0,Cash,364.0558714801417,Sneakers,4
1,5,1,Cash,416.56804626872696,Sweater,5
4,6,1,Cash,321.826778569336,Sweater,2
6,3,0,Cash,86.86466677056178,Jacket,6
3,3,0,Cash,46.97281538153713,Scarf,4
5,2,0,Cash,182.36514222506122,Dress,1
10,5,1,Cash,259.1213663904431,Jeans,2
9,0,0,Cash,891.5671419837856,Skirt,3
11,2,0,Credit Card,615.1361679778737,Scarf,3
3,1,0,Credit Card,958.714197927751,T-shirt,5
5,3,0,Cash,346.2503915936733,Sweater,2
8,0,0,Cash,407.72062376243264,Belt,2
6,2,0,Cash,722.5556953139584,Handbag,2
4,4,0,Cash,582.1230568576901,Scarf,3
8,1,0,Cash,532.6012795782774,Dress,3
11,2,0,Credit Card,579.8084011482861,Skirt,3
3,4,0,Cash,588.2939591536951,Sneakers,2
3,0,0,Cash,768.0830199624861,Skirt,5
4,0,0,Credit Card,671.4012070418589,Sweater,5
9,1,0,Cash,957.7411061952474,Sneakers,3
5,4,0,Cash,948.4833878758687,Dress,3
8,3,0,Credit Card,427.70362118144726,Jeans,3
6,6,1,Cash,45.36538341679132,Belt,4
3,6,1,Cash,20.96403439653999,T-shirt,3
8,0,0,Credit Card,131.961470838999,Sneakers,4
12,5,1,Cash,84.1484249091146,T-shirt,2
9,3,0,Credit Card,379.63238848115986,Jacket,3
8,3,0,Cash,62.34585289516289,Skirt,2
4,6,1,Credit Card,628.6648957757469,Skirt,6
11,2,0,Credit Card,198.27248373532444,Belt,2
6,2,0,Cash,518.8256653838918,Belt,2
1,0,0,Credit Card,112.0479948073978,Jeans,1
4,3,0,Credit Card,829.451775170009,Jacket,1
8,2,0,Cash,782.1592399113828,Jacket,3
1,4,0,Credit Card,392.6223488408814,Jacket,5
3,4,0,Credit Card,911.4873992003281,Belt,1
1,4,0,Cash,193.8436397235234,Belt,5
9,4,0,Credit Card,815.7973381609058,Handbag,4
2,3,0,Cash,550.3968800328715,Handbag,1
9,4,0,Credit Card,336.28426761575315,Scarf,4
4,3,0,Credit Card,93.51732556843169,Sneakers,4
2,6,1,Credit Card,179.59801514367342,Jacket,4
4,0,0,Credit Card,864.2339793021307,Dress,5
12,0,0,Cash,610.8172144397981,Belt,4
11,4,0,Credit Card,244.72460281253456,Handbag,3
11,4,0,Cash,500.894348681009,Jacket,5
10,4,0,Cash,116.75830312698945,Jacket,3
6,0,0,Credit Card,107.85406675190679,Scarf,3
11,2,0,Cash,908.6870051207966,Sweater,4
7,0,0,Credit Card,463.2777263702801,T-shirt,6
3,4,0,Cash,367.95148241162553,Skirt,2
3,2,0,Credit Card,949.581108377818,Jacket,5
12,2,0,Cash,405.01067182109813,Jeans,5
10,1,0,Cash,342.8797067730445,Skirt,4
12,6,1,Credit Card,280.25630944626386,Skirt,3
8,3,0,Credit Card,569.4121925396244,Skirt,3
5,6,1,Cash,562.8264863529544,Sneakers,2
4,4,0,Cash,26.032234236991986,Jacket,5
7,3,0,Cash,657.5217007177336,Sweater,3
7,1,0,Cash,790.424031996189,Dress,2
9,3,0,Cash,619.8048970060856,Jacket,4
9,4,0,Cash,871.1892569011973,Dress,5
5,1,0,Credit Card,283.6521974263091,Belt,4
12,3,0,Credit Card,200.05960874105506,Sweater,3
8,0,0,Credit Card,700.3053128817741,Scarf,1
10,2,0,Cash,196.67351117832408,Handbag,3
1,6,1,Cash,100.19383058151038,Skirt,3
9,1,0,Credit Card,105.64891785426522,T-shirt,5
8,0,0,Credit Card,770.7095582934609,Skirt,1
6,4,0,Credit Card,38.449928651423356,Sweater,4
3,2,0,Credit Card,296.5621377908079,Jacket,4
3,6,1,Credit Card,137.89454584463604,Sneakers,3
8,1,0,Credit Card,757.3610453315101,Jeans,2
5,2,0,Credit Card,508.45815471725416,Handbag,1
10,5,1,Credit Card,213.43749035269053,Sweater,2
11,5,1,Cash,752.9067896647546,Jacket,4
7,1,0,Credit Card,752.8628440467818,Jacket,1
5,1,0,Credit Card,527.7924205979641,Skirt,6
8,3,0,Credit Card,283.09128918465757,Scarf,2
10,2,0,Cash,590.4143282695994,Sweater,4
10,5,1,Credit Card,934.1947997466499,Skirt,2
4,6,1,Cash,61.120023749956616,Jacket,5
2,5,1,Cash,274.2803481555744,Sneakers,4
3,2,0,Cash,292.1195034387513,Dress,5
8,5,1,Cash,635.4935469490339,Scarf,3
11,6,1,Cash,654.6527526953278,Sweater,4
7,0,0,Credit Card,214.2522409942763,Jacket,5
2,5,1,Credit Card,223.93959168588555,Sneakers,3
6,5,1,Cash,928.9305576739778,Dress,2
9,4,0,Cash,758.7358294861829,Sneakers,5
4,0,0,Cash,934.9270015464023,Sweater,6
9,3,0,Cash,831.3663582810714,Sneakers,4
2,1,0,Cash,408.0968004610615,Dress,5
2,6,1,Credit Card,130.68856047671648,Belt,3
9,5,1,Cash,633.2548625941704,Jacket,3
12,6,1,Cash,358.4711516350778,Jacket,5
7,3,0,Cash,431.1578706859004,Jacket,3
7,3,0,Credit Card,431.62094353461765,Handbag,2
1,0,0,Credit Card,937.1544254475706,Handbag,3
11,6,1,Credit Card,78.17379500066768,Dress,1
6,1,0,Cash,201.17272385504103,Handbag,6
7,4,0,Cash,611.8634423047928,Sweater,4
11,3,0,Credit Card,884.9204852280245,Sneakers,4
6,4,0,Credit Card,918.763225351291,Sweater,2
6,1,0,Credit Card,563.1059972497809,Sweater,6
2,1,0,Cash,44.2156066460527,Jeans,2
6,0,0,Cash,369.2522239960792,Sweater,1
4,6,1,Credit Card,919.6449592509522,Jacket,6
9,2,0,Credit Card,504.94464511336145,Sneakers,3
12,6,1,Cash,729.3471463916493,Scarf,5
1,5,1,Credit Card,276.50148624499974,T-shirt,3
8,0,0,Cash,34.75690063254654,Sweater,4
5,6,1,Credit Card,582.5765843659419,T-shirt,1
1,4,0,Cash,836.6311943920563,T-shirt,1
4,6,1,Cash,990.3660099211589,T-shirt,2
1,0,0,Credit Card,848.1608367604839,Belt,3
6,1,0,Cash,558.4544186979141,Dress,2
2,3,0,Cash,612.6403129125325,T-shirt,1
5,5,1,Credit Card,825.922399472454,Scarf,6
7,5,1,Cash,29.612589859339998,T-shirt,4
2,2,0,Credit Card,952.1279047125198,Sweater,5
6,1,0,Cash,535.9090333897492,Handbag,2
6,5,1,Credit Card,952.5317220450216,Jacket,6
5,5,1,Cash,766.8729849150229,Belt,2
5,3,0,Cash,160.79450182855433,Jacket,2
3,4,0,Credit Card,173.60721649323108,Jacket,5
10,4,0,Credit Card,360.10951625258616,Jacket,4
10,4,0,Cash,271.34814171643933,Dress,4
11,0,0,Credit Card,444.905771704551,Scarf,2
12,4,0,Credit Card,607.864832166636,Sneakers,5
2,4,0,Cash,442.2137044918743,Jeans,2
7,0,0,Credit Card,65.85637886014659,Sweater,4
1,3,0,Cash,975.8752989993931,Handbag,6
6,1,0,Credit Card,430.8709128593361,Belt,6
6,5,1,Cash,852.5642542785032,Belt,2
3,2,0,Credit Card,83.21474933854061,Belt,3
2,5,1,Cash,811.9642309195151,Jeans,5
12,4,0,Cash,181.67059133419193,Sweater,5
2,4,0,Credit Card,682.6108935669924,T-shirt,6
9,6,1,Credit Card,665.1886292925393,Scarf,3
11,5,1,Cash,910.7086510841909,Belt,4
5,5,1,Credit Card,327.4699135472312,Belt,6
7,6,1,Cash,117.87016231648613,T-shirt,6
12,4,0,Cash,865.9201580972766,Handbag,6
5,0,0,Credit Card,338.26175434396345,Jacket,5
7,0,0,Credit Card,240.2084511698646,Jeans,5
4,0,0,Credit Card,491.34652586847886,Skirt,5
8,2,0,Cash,154.67433311167193,Handbag,2
11,1,0,Credit Card,303.9937195412494,Sweater,3
10,4,0,Credit Card,391.42782772400653,Scarf,4
11,3,0,Credit Card,284.48274055615866,Dress,3
10,5,1,Cash,455.75690573565123,Skirt,4
7,5,1,Credit Card,390.8041655612835,Sweater,1
10,4,0,Credit Card,776.8451207994934,Handbag,4
5,4,0,Cash,919.2245901554627,Sweater,3
11,4,0,Credit Card,109.91398458037402,Skirt,2
6,5,1,Cash,825.0695180097491,Scarf,2
5,6,1,Credit Card,932.4534956249162,Jeans,1
7,4,0,Cash,689.7470145089891,Dress,4
12,5,1,Cash,996.4554794089815,Scarf,4
2,1,0,Cash,341.6925696682431,Handbag,5
5,3,0,Credit Card,832.0068421691158,T-shirt,2
10,0,0,Credit Card,676.9654796301201,Scarf,2
3,6,1,Cash,330.19449932548304,Sneakers,1
9,3,0,Credit Card,707.6297186752417,Jeans,3
6,4,0,Credit Card,514.5256206669823,Sneakers,2
10,3,0,Credit Card,197.08415188915134,Dress,2
3,4,0,Cash,182.1408855853681,Dress,1
7,3,0,Credit Card,716.2648582981896,Handbag,2
4,2,0,Cash,714.8111576935662,Dress,2
3,3,0,Cash,535.4660233518191,Dress,2
8,0,0,Credit Card,506.40151060496964,Jeans,1
4,0,0,Credit Card,188.23806123197323,Skirt,4
11,6,1,Cash,434.99326177426184,Scarf,4
1,3,0,Credit Card,872.68354582079,Handbag,5
6,5,1,Credit Card,856.1800330341994,Handbag,6
10,5,1,Cash,664.3097127900178,T-shirt,4
11,5,1,Credit Card,997.3831111900358,Sneakers,3
11,3,0,Cash,894.2465632227243,Dress,5
1,5,1,Cash,153.778119332421,Scarf,4
5,1,0,Credit Card,405.1450390627659,Sweater,6
7,3,0,Cash,140.61810991168161,T-shirt,1
6,0,0,Credit Card,471.4287202649111,T-shirt,5
2,6,1,Credit Card,778.6189964973837,Sneakers,5
11,5,1,Credit Card,164.2308228294719,Skirt,2
4,2,0,Cash,881.6178120957043,T-shirt,2
11,5,1,Cash,573.3669760251013,Dress,4
2,0,0,Cash,751.4550102492727,T-shirt,5
11,1,0,Credit Card,54.70425398652433,Belt,6
1,3,0,Credit Card,102.89977181736303,Handbag,3
3,5,1,Cash,624.6525745336837,Handbag,6
3,2,0,Credit Card,839.8099937994997,Skirt,5
12,6,1,Credit Card,875.1264336799652,Sneakers,4
7,0,0,Cash,691.4856320144108,Sweater,2
1,6,1,Cash,208.92933294587004,T-shirt,4
9,6,1,Cash,203.07149751408977,Jacket,3
11,2,0,Credit Card,882.5491198835823,Jeans,3
6,4,0,Credit Card,122.10303166210265,T-shirt,5
4,0,0,Credit Card,689.2101554673916,Skirt,5
3,4,0,Cash,538.171770646378,Sweater,2
3,2,0,Cash,427.20589517571466,Sneakers,1
2,3,0,Cash,445.931220502217,Sweater,1
2,3,0,Cash,945.7552891078386,Jacket,1
12,3,0,Credit Card,862.8287678980262,T-shirt,4
10,6,1,Cash,866.3340252429285,Jeans,4
5,4,0,Credit Card,412.552125062186,Dress,2
9,6,1,Cash,115.91139664993425,Scarf,2
2,3,0,Credit Card,997.8610387864643,Sneakers,5
2,6,1,Cash,153.8896563829267,Scarf,5
12,1,0,Credit Card,520.4265070253713,Scarf,3
6,0,0,Credit Card,271.97299671240813,T-shirt,4
10,0,0,Cash,515.6354330334093,Sneakers,3
2,6,1,Credit Card,311.8838621616216,Sneakers,5
12,2,0,Cash,897.9177742147499,Sweater,5
4,5,1,Credit Card,968.658179751771,Jeans,5
6,4,0,Cash,415.96363981150427,Jacket,3
5,0,0,Cash,79.4877441717849,Jeans,4
1,6,1,Cash,666.702738352027,Scarf,5
6,4,0,Credit Card,382.8593084079836,Skirt,2
1,2,0,Credit Card,986.1089693968629,T-shirt,4
3,3,0,Cash,98.48103010607123,Jeans,5
10,5,1,Credit Card,127.93517628821114,Jacket,6
5,2,0,Cash,702.4288830446816,Sweater,2
10,1,0,Credit Card,761.0631063302221,Dress,2
5,3,0,Cash,476.3854402476578,Jacket,2
10,3,0,Cash,284.4919564157347,Scarf,4
6,3,0,Cash,316.71194863914775,Sneakers,3
12,2,0,Cash,344.59323675705815,Sneakers,5
10,1,0,Cash,233.02917073495928,Jacket,2
8,5,1,Credit Card,852.1361226658759,Jeans,2
5,4,0,Credit Card,74.42643547924953,T-shirt,5
11,2,0,Credit Card,413.20504583753143,Scarf,3
1,0,0,Credit Card,750.1271133925825,Skirt,3
5,0,0,Cash,13.787219702259385,Jacket,3
3,2,0,Cash,879.2521916131192,Sneakers,1
4,4,0,Cash,709.2302802555707,Dress,3
8,0,0,Credit Card,82.64021726572732,Sweater,4
7,4,0,Cash,896.0466231044937,T-shirt,4
11,3,0,Credit Card,492.43194270450977,Jeans,4
5,2,0,Credit Card,655.7169405514084,Skirt,1
2,3,0,Credit Card,883.2130407736535,Dress,5
6,0,0,Cash,882.3507212425707,Sweater,1
11,4,0,Credit Card,414.65667732242656,Skirt,4
6,3,0,Credit Card,245.3125901746848,Sneakers,6
10,0,0,Credit Card,264.84732890271493,Scarf,1
10,6,1,Credit Card,768.2821705198907,Belt,3
11,1,0,Credit Card,930.136057394099,Jeans,3
6,3,0,Cash,81.50836658051347,Jacket,6
9,1,0,Credit Card,24.86953079327361,T-shirt,4
11,1,0,Credit Card,824.7057108580133,Jeans,3
8,5,1,Credit Card,392.7365772215178,Skirt,2
8,0,0,Cash,283.68475250857944,Sweater,1
1,2,0,Credit Card,196.49010913968345,Sneakers,3
5,4,0,Cash,353.01580372996216,T-shirt,3
7,6,1,Credit Card,971.7534083852278,Scarf,2
6,0,0,Cash,977.3089767982599,Handbag,1
5,5,1,Cash,338.19839129113734,Belt,2
8,5,1,Cash,964.0532171062241,Sweater,3
3,6,1,Credit Card,306.8648152422208,Handbag,5
6,3,0,Credit Card,855.9362843144017,Belt,2
5,4,0,Credit Card,219.884167063212,Jeans,1
8,5,1,Credit Card,828.222712488271,Handbag,2
4,2,0,Cash,360.19309358161155,Jeans,2
8,0,0,Credit Card,203.7662847435217,Handbag,5
10,2,0,Credit Card,935.4321083493945,T-shirt,3
2,3,0,Cash,222.04248910438315,Jeans,5
9,0,0,Cash,991.9168735016493,T-shirt,3
9,3,0,Cash,117.4881534646049,Jeans,2
10,4,0,Cash,19.920575556305216,Scarf,2
10,4,0,Credit Card,872.0856106163122,T-shirt,4
6,2,0,Credit Card,590.7383642253964,Scarf,1
4,2,0,Cash,427.4100390542813,Scarf,2
4,4,0,Cash,91.14428627677326,Sneakers,6
6,1,0,Credit Card,579.1436056718769,Jeans,6
5,4,0,Cash,399.78832938354054,T-shirt,3
6,6,1,Cash,488.7856938587959,Sneakers,2
7,0,0,Cash,634.0879427881863,Scarf,2
7,6,1,Credit Card,643.5342695742575,Sweater,2
9,3,0,Credit Card,960.9932489395089,Belt,3
8,4,0,Credit Card,658.5028793049513,Jeans,3
6,4,0,Cash,346.01009878040855,Handbag,3
12,5,1,Credit Card,336.3364994874276,Jeans,3
6,3,0,Cash,482.38934337857586,Jacket,3
5,5,1,Credit Card,266.7344228695012,Handbag,4
1,3,0,Cash,382.674588345026,Sneakers,6
9,6,1,Cash,843.6916442105355,Scarf,4
9,0,0,Credit Card,861.1639868385251,Jeans,2
9,3,0,Credit Card,631.514553418337,Jacket,3
11,2,0,Cash,587.0125325741425,Belt,4
8,4,0,Cash,432.8288334161939,Skirt,4
10,3,0,Cash,639.5399264131581,Sneakers,4
3,0,0,Cash,807.992812274175,Scarf,5
1,3,0,Cash,740.4685873298905,Handbag,6
11,4,0,Credit Card,45.10492052090905,Sweater,1
12,1,0,Cash,733.8186986195772,T-shirt,4
12,3,0,Credit Card,722.7481905032516,Sneakers,4
8,2,0,Credit Card,108.00063132181559,Skirt,5
7,4,0,Credit Card,158.74489094323488,Dress,2
5,0,0,Credit Card,790.0294260685238,Dress,5
10,6,1,Cash,563.3996824641358,Jeans,4
7,6,1,Credit Card,823.4127006798057,Skirt,2
10,4,0,Credit Card,192.8966935569238,Jacket,3
4,5,1,Credit Card,40.30861705927347,Jacket,2
9,1,0,Cash,170.32233712446688,Belt,2
11,0,0,Credit Card,458.04434483018895,Skirt,2
10,1,0,Credit Card,528.0598280538026,Jeans,2
2,6,1,Credit Card,859.12411083214,Belt,5
9,1,0,Cash,719.038524553543,Dress,3
9,2,0,Cash,990.4867341237889,Skirt,4
5,6,1,Cash,87.93239546161024,T-shirt,5
11,3,0,Credit Card,138.9188618145221,Sweater,2
1,2,0,Cash,93.51203788236398,Handbag,3
7,2,0,Cash,543.0734661123564,Jeans,3
10,5,1,Cash,274.1921630982627,Scarf,2
10,2,0,Credit Card,686.7966106961337,Belt,3
4,0,0,Cash,141.36397957208877,Jeans,4
9,3,0,Credit Card,112.15948556650504,Scarf,1
6,3,0,Credit Card,465.56381529301837,Dress,2
3,6,1,Credit Card,382.13936973069065,Jacket,5
6,0,0,Credit Card,830.873266835148,Sweater,5
10,2,0,Cash,839.1785342925687,Jeans,4
6,2,0,Cash,126.25438119474042,Dress,5
5,1,0,Credit Card,814.199552043625,Skirt,6
2,6,1,Credit Card,568.523332554835,Skirt,5
10,6,1,Credit Card,508.52269113793307,Dress,3
10,1,0,Credit Card,103.81574248216857,Sweater,6
2,5,1,Cash,742.2344613046379,T-shirt,5
7,4,0,Cash,69.03744457342206,Jeans,2
2,1,0,Credit Card,284.91485195310395,Sweater,3
12,3,0,Cash,104.47721941638288,Sweater,3
6,0,0,Cash,535.4599337425144,Sneakers,1
5,2,0,Cash,648.7777581224964,Sweater,2
4,4,0,Cash,891.9465950156205,Sneakers,3
7,1,0,Credit Card,736.5332017863009,Sneakers,1
8,6,1,Cash,961.4933549246291,Handbag,3
4,4,0,Credit Card,763.3403345556007,Dress,2
1,0,0,Cash,305.0923722595272,Scarf,4
1,0,0,Cash,552.1089624575338,Handbag,4
1,6,1,Credit Card,463.36024292681566,Scarf,4
11,4,0,Cash,570.309036400971,Skirt,5
1,4,0,Credit Card,576.3684460182684,Sweater,5
5,5,1,Cash,705.0800746143359,Dress,2
4,4,0,Credit Card,92.21337649910868,Sweater,5
9,2,0,Cash,749.2776775929337,Belt,4
3,3,0,Credit Card,152.30617710092466,Skirt,5
7,1,0,Cash,35.9452318708154,Handbag,4
11,6,1,Credit Card,523.7164865418476,Skirt,3
8,1,0,Cash,585.6621910555748,Dress,3
6,1,0,Credit Card,44.502559415858634,Skirt,3
12,4,0,Credit Card,520.2174036322227,Scarf,5
10,6,1,Cash,539.224506281817,Sneakers,4
1,4,0,Credit Card,61.96995225233132,Dress,3
8,5,1,Credit Card,714.4694322635293,Handbag,2
10,4,0,Cash,218.18680476654345,Belt,4
3,5,1,Cash,796.514621687043,Skirt,6
8,5,1,Cash,317.71390850189306,Skirt,3
12,2,0,Credit Card,483.11360614957465,Belt,4
4,2,0,Credit Card,892.9323706246784,T-shirt,6
8,2,0,Cash,808.1176721840221,Dress,3
11,2,0,Credit Card,784.0449427996007,Sweater,3
1,0,0,Cash,168.82985563926732,T-shirt,3
3,2,0,Credit Card,57.66096283261271,T-shirt,3
6,2,0,Cash,609.7013611737981,Skirt,2
9,2,0,Credit Card,416.58472606395935,Skirt,3
2,5,1,Cash,909.9865036661693,Handbag,5
11,1,0,Cash,356.0973309274709,Jeans,4
1,6,1,Cash,416.4428674879431,Dress,5
10,1,0,Credit Card,530.7405376184304,Jacket,2
3,1,0,Credit Card,798.4366589757908,Sneakers,5
4,3,0,Credit Card,275.61606355979444,T-shirt,5
11,0,0,Cash,942.4024505907504,Skirt,3
5,5,1,Credit Card,544.5219015943228,Dress,6
3,4,0,Credit Card,842.5674885626651,Jacket,1
10,5,1,Cash,530.3622986214586,Scarf,4
11,2,0,Cash,774.2732637826132,Jeans,4
2,1,0,Cash,60.90654495945173,Skirt,3
2,5,1,Cash,801.2203568661835,T-shirt,5
7,0,0,Credit Card,528.7198355118429,T-shirt,6
9,2,0,Cash,454.92143230471675,Sweater,4
10,3,0,Credit Card,120.4935699457492,Scarf,2
2,4,0,Cash,744.1469135194278,Jeans,2
7,2,0,Credit Card,139.85201597909747,Dress,5
7,6,1,Cash,200.39463467595314,Sweater,2
11,4,0,Cash,135.1590231525518,Scarf,3
7,5,1,Cash,16.50985163651961,Jacket,4
3,2,0,Cash,665.2946422665118,Sweater,1
12,3,0,Cash,278.13560432389045,Dress,4
7,5,1,Credit Card,157.97575459889325,Skirt,5
1,0,0,Credit Card,326.7727576891893,Sneakers,3
10,4,0,Credit Card,504.09384463121046,Scarf,4
1,4,0,Credit Card,508.37839567544324,T-shirt,5
5,0,0,Credit Card,373.5240482486398,T-shirt,5
2,6,1,Cash,499.9829483310147,Scarf,6
9,4,0,Cash,433.0680432170442,Belt,5
7,5,1,Credit Card,824.4385945146408,Jeans,1
4,1,0,Credit Card,39.317827816270125,Handbag,2
4,6,1,Credit Card,869.3498319898164,T-shirt,6
2,0,0,Credit Card,251.47610312183912,Handbag,3
5,3,0,Credit Card,724.564392885888,Dress,2
4,6,1,Cash,410.98922017710083,Belt,2
12,2,0,Credit Card,301.38963485973824,Sneakers,4
1,2,0,Cash,619.1938992698857,Dress,5
12,0,0,Credit Card,771.1955746744733,Sweater,3
8,1,0,Cash,455.4370885725677,Scarf,3
3,5,1,Credit Card,471.88830463482617,Dress,5
6,3,0,Credit Card,68.26791992000267,Jacket,5
4,2,0,Cash,924.7560208215654,Skirt,2
9,2,0,Cash,848.4277294817963,Belt,4
7,5,1,Cash,404.01285966701136,Belt,2
9,1,0,Credit Card,767.3011070289529,Handbag,2
10,4,0,Credit Card,320.1463839513746,Jacket,4
3,6,1,Credit Card,733.1175750826471,Jacket,5
1,0,0,Credit Card,521.5247993984198,T-shirt,3
5,1,0,Cash,466.15905499755394,Sneakers,2
3,1,0,Cash,65.95776728553356,Handbag,4
6,1,0,Cash,965.7677025907742,Sweater,2
8,1,0,Cash,839.034880179636,Sneakers,3
11,4,0,Cash,795.4541873065821,Jeans,5
4,5,1,Cash,311.867035677187,Jeans,1
5,3,0,Cash,296.6942825794963,Dress,2
5,6,1,Credit Card,577.4611656287027,Sweater,1
4,1,0,Credit Card,847.7609642638871,Belt,5
4,6,1,Cash,935.2821221069659,Belt,2
4,1,0,Cash,276.2397357477275,Belt,5
4,0,0,Credit Card,611.3406523162232,Jeans,5
4,2,0,Cash,726.6637718945307,Jeans,2
5,4,0,Credit Card,234.1282237313917,Jacket,1
2,1,0,Credit Card,413.39394392020006,Sneakers,4
2,3,0,Cash,195.59953097650427,Scarf,5
9,3,0,Credit Card,701.9160269906508,Jeans,3
2,3,0,Credit Card,865.1472851797457,Jacket,5
